cv;label
"I entered the University of Tennessee at Chattanooga in the spring of 1993. I worked in the Developmental Math Lab my entire tenure with UTC, assisting students with all levels of mathematics. Upon graduating from UTC with a double major, Applied Mathematics and Economics in 1998, I moved to the Chicago area to start my career in analytics. During the past 19+ years, I have worked with Fortune 100 and 500 companies including but not limited to, Discover Financial Services, J&J, Hershey, Kraft, Kellogg’s, SCJ, McNeil and Firestone. Acting as a liaison between the IT department and the Executive staff, I am able to take huge complicated databases, decipher business needs and come back with intelligence that quantifies spending, profit and trends. Being called a data nerd is a badge of courage for this curious Mathematician/Economist because knowledge is power and companies are now acknowledging its importance.

Specialties: 
* Comprehensive Customer Satisfaction and Retention Analysis,
* Brand Research & Competitive Analysis,
* Employee Retention Research,
* Survey Creation & Analysis (New Product and Branding),
* Database creation and mining,
* Social Media & Coupon, Incentive Promotions,
* Project Management (Scrum Certified)";1
"Rev. Prof. Alejandro Crosthwaite, OP is Dean of the Faculty of Social Sciences; Professor (Professore Straordinario) of Catholic Social Teaching, Political Ethics, and Faith/Religion and Culture, Mass Media, Film Studies at the Faculty of Social Sciences (FASS) at the Pontifical University of St. Thomas Aquinas (Rome); Assistant Professor in the ISSR Mater Ecclesiae; and Lecturer at DOMUNI.";0
Aspiring Data Scientist, Service Engineer;1
"Machine Learning Engineer • Data Scientist Languages: Java - Python - Prolog - Html - Css - LateX - Markdown
Database: SQL - oracleSQL - PostgreSQL - mongoDB - mySQL
Libraries: NetworkX - Numpy - Scipy - Pandas - Matplotlib - Seaborn - Folium
ML: Weka - GraphLab - ScikitLearn - Tensorflow - Keras - PyTorch
BD: Hadoop - Spark - Hive 
ENV: Docker - Vagrant - Gradle - Anaconda - Jupyter - Git - Jira";1
Cultural anthropologist - Religion studies - Content creator ;0
HR Director at AS Roma;0
Expert in leveraging data and applying predictive models to drive business decisions. ;1
"Full-stack machine learning and data scientist with extensive experience in all affairs concerning data:

? Data pipeline design, ETL, business analysis, exploration, visualization, statistical modeling, predictive analytics and modeling, machine learning, deep learning

? Data related languages: R ? Python ? SQL ? Spark ? Matlab ? Rapid Miner 

? Databases: SQL Server ? Oracle ? MySQL ? MongoDB ? ElasticSearch ? S3 ? Hive

? OS: Linux ? Windows

? Cloud platforms: AWS ? Databricks ? Zeppelin

? Distributed engines: Hadoop with Spark

? Visualization & geo: Tableau ? BI-Power ? Zeppelin ? Shiny ? ggplot ? leaflet ? OSRM routing engine

? ML libraries, methods and techniques: h2o, Keras, TensorFlow (deep learning) ? randomForest ? xgboost ? Matrix Factorization ? ALS ? similarity techniques ? Linear programming ? Maths (Linear algebra, calculus) ? Feature Engineering & transformations, PCA, SVD

? Problems: recommender systems ? time series ? regression ? classification ? geospatial analysis ? ranking and scoring ? similarity functions ? computer vision

? Projects: basket analysis ? sales prediction in retail ? stock exchange price long-term prediction ? Recommender ? Transport optimization, etc

? Optimization techniques: Gradient Descent, Regularization L1/L2, Grid Search, Adam

? Code versioning: GitHub, Jira, BitBucket, Confluence

? Related roles: Mentor ? conference speaker

? Focus: Deep Learning ? Econometry ? Operational Research ? Particles theory ? Space exploration 

? Other fields of expertise: ERP Consulting ? Business Intelligence ? Relational Databases ? OLAP ? Data Architecture ? Data Warehousing ? Product management ? Project management ? Supply Chain Management ? Logistics 

? Previous jobs as: BI Architect ? Data Engineer ? Microsoft Dynamics Nav / SAP Consultant ? Business Manager ? Foreign Trade Manager";1
Junior Data Scientist, MSc Data Science Student at University of Milano-Bicocca ;1
To create a professional network. Specialties: deep learning (and application in medical imaging analysis), statistical analysis, data mining. Code proficiently in Python, R. Hands on C/C++, SAS, perl, VB, sh. vi guru. Background in theoretical physics and math. ;1
Freelance Motion Graphics Artist, Director & Designer ;0
A full-stack data scientist with experiences in product, marketing and market research for 7 years. ;1
I am a passionate, thoughtful person with great communication and interpersonal skills. I am able to multi-task and solve problems, even in a fast paced environment. I am independent, creative and a fast learner. Moreover, I am always challenging myself in order to learn and grow as much as I can. ;0
Visual and Narrative Artist // Graphic Novel Author // Freelance Senior Art Director // Storyboard Artist;0
Freelance Graphic Artist ;0
Well-rounded data scientist, with a strong academic background (Ph.D. in Mathematics). Over 3 years of experience in forecasting, data visualization and insights delivery in fast-paced business environments, with a focus on marketing, advertising and operations ;1
"Mathematician and Data Scientist, currently working in the Advanced Analytics team of Generali Italia S.p.A. and developing predictive models for both classification and regression tasks.

Passionate about Machine Learning as a whole, from the theoretical foundations to the real-life applications.

Currently learning about Topological Data Analysis, adversiarial examples and Geometric Deep Learning. ";1
Artist, Art Director, Publisher, Curator ;0
"11 years experience as Executive Assistant in a leading strategic consultancy multinational Company.

Owner, Photographer and Artist Manager at GT Art Photo Agency (about 6 years)

Experience in Marketing and Sales, covering mainly Account Management functions. Solid capability in relying with the “external” customer and in defining and applying commercial strategies and communication policies.

4 years professional experience matured in the Competence Management area of a Multinational Company worldwide leader in Telecommunications. Responsible for different countries in Europe, developing advanced skills in: competence analysis, gap evaluation to reach the fixed competence targets, procedures and tools creation on gap covering purpose, definition and planning of competence development paths, organization and delivery of adequate training or other learning solutions.";0
Senior Research Data Scientist;1
Freelance Creative Director, Motion Graphic Artist, Illustrator;0
"Data Analysis:
Big data (PostgreSQL, MySQL, MongoDB, Elasticsearch, Hadoop, pySpark), supervised/unsupervised learning algorithms, Natural Language Processing (NLTK, Gensim), MatrixFactorization, Deep Learning
Python (numpy, scipy, pandas, scikit-learn, flask, tornado, bokeh), Bash, Fortran, R, IDL, C/C++ User of several HPC clusters (e.g. LRZ, HeCTOR, Abel, Surfsara, Cyfronet, Hyades)
Python (matplotlib, seaborn), Latex, Powerpoint, Gnuplot, Gephi";1
Art director, Artist, Graphic designer;0
"Computer Engineer interested in Data Science and Machine Learning.

Raised in Golasecca (VA), studied at Politecnico di Milano and TU Delft, worked in Berlin, Milan, Varese and Sophia Antipolis as Data Scientist, currently based in Turin and working as Big Data Engineer.";1
Senior Art Director oriented in commercial adv , branding and identity for extreme sport brand ( like snowboard, skateboard, martial arts and so on ) Specialties: Comics Drawing, Commercial Art Direction, Extreme Sports Outwear Design, Logo Design, Branding and Identity;0
"Passionate in Data Science \ Data Mining \? Machine Learning \ Statistics
• Deep knowledge of Machine Learning, Data Mining, Statistics, Probability, Mathematics
• Excellent computational and programming skills (R, SQL, Python)
• Strong education: MSc in Statistics and Data Mining, MSc in Mathematics, PhD in Finance
• Broad research, academic and industrial experience";1
"Led career in data science not by choice or blindly but rewarded myself whenever I felt work, knowledge and satisfaction (Domain side) are getting fused perfectly. 

8+ years experience in mathematical programming, data science and teaching domain. Specialized in machine learning, deep-learning and algorithm development. 

Specialties: Development of algorithm in R and Python, Anomaly Detection, Statistical GUI Apps, Visualization and Insight story of Open Government data, Statistical Modelling and data analysis of high throughput data, Microarray data analysis, RNA-Seq data analysis, NGS Methylation data analysis (Illumina),Genome-wide association study, Whole genome sequencing studies. ";1
"INTERIOR DESIGNER . ART DIRECTOR . SET DESIGNER . FURNITURE SALE
at Giorgia Mirabella Showroom based in Torino.
- Design private homes, villas and apartements in Torino, Cote D'azur France, Milano.
- Set Designer / Art director 
- Furniture design 
- Expert in home furnishing, curtains fabrics, cuscions, sofà, bedspreads.
- Colours scheme advise
- Exhibition and art director for events about, fashion, design, art, private party, wedding ";0
Creative and designer. Lover of everything is image... Expert in interior design, patterns design, textures and illustrations. Photo-retouch and digital colour theory. Creative of textil collections all over the world. ;0
"Senior Data Scientist at McKinsey & Company - MSc in Particle Physics - CERN & INFN alumnus - Full merit ""Fed. Naz. Cavalieri del Lavoro"" scholar - Tech enthusiast";1
Art Director, Graphic Designer, Home Decor, Textiles Designer, Mockup Artist, Illustrator ;0
Machine Learning, DataBase, IoT, Statistics , Innovation and Creativity. ;1
"I’m a motion graphic designer, 3D artist, art director and compositor, with 20 years of experience. I can follow any aspect of the project; starting from the concept, understanding the target and the client idea, developing an idea that fit the client needs and boosting it with a high dose of creativity. Then I move to the production phase, using the best tools to make it look a great work. ";0
Highly motivated PhD with strong experience in statistical research, data analytics, machine learning, and statistical consulting. ;1
"I'm an experienced data scientist turning my deep knowledge of algorithms and mathematics, beyond analytics, into actionable answers to business needs.
My Ph.D. in applied and theoretical physics gave me the background to manage, develop and innovate analytical solutions for any business sector. In my work experience I delivered and managed analytical solutions in SAS, IBM SPSS, R, MATLAB or KNIME for several business sectors (banking, telco, energy, utilities, ICT, retail...) integrating them with different Linux or Windows based systems. ";1
Artist - painter, lives and works in Rome. Her abstract paintings are informal, with interest to the emotions and feelings. ;0
Data Scientist | Data Analytics - Big Data;1
Electrician/ Wind Turbine technician Siemens 2/3level -Nordex NC2 ;0
"I am a Data Scientist specialized in Machine Learning and statistical models implementing algorithms and data mining techniques to discover insights from data, identify business opportunities and create personalized product recommendations. 

Other activities. Attending meetups and MOOCs, taught a Text Mining lesson for DS Europe Bootcamp, published an article on ODBMS.org http://www.odbms.org/2015/12/heuristics-for-a-data-scientist-a-common-sense-approach. 

Previous position. Systems Analyst and Team/Project Lead with several years of experience in the entire software development life cycle. Consolidated experience in managing a team of developers, mentoring juniors and project managing. ";1
Construction and maintenance of industrial plants and automation panels. Fault finding, problem solving, troubleshooting, repair and maintenance of industrial machinery. Networking, security systems and video surveillance. ;0
Senior electrician maintenance technician;0
"• Advanced knowledge and passion for writing, testing and optimizing software, especially in Python.
• Extensive experience in implementing statistical analysis on large amounts of real and simulated data.
• Proficiency in implementing optimization strategies.
• Advanced knowledge of optical physics, semiconductor physics and image processing techniques.
• Experience in creating and administrating publicly accessible databases.
• Initiative and independence in managing specific projects.
• Good organizational and managerial skills on short- and long-term projects.
• Ability to learn quickly, motivated by curiosity and enthusiasm.
• Extensive teamwork experience in multi-cultural environments.
• Strong analytical and conceptual thinking.
• Creative problem-solving approach. ";1
Industrial automation, instrumentation and electrical maintenance specialist ;0
Senior Data Scientist with experience in the Renewables, Environment, Space and Defence sectors. Skilled in Embedded Software, Matlab, R, Python, C/C++, Physical Modeling, Parallel Computing, Machine Learning (Forecasting, Nowcasting and Predictive Maintenance), Deep Learning and Image Processing. Strong engineering professional with a PhD in Electronics Engineering focused in Transport and Noise properties of silicon and carbon quasi-1D devices from Department of Information Engineering, Pisa. ;1
Software Engineer / Data Scientist ;1
Global Services - Building, Facilities and Property Management - Senior Electrical Designer/Supervisor - Infrared Thermography Operator EN473 - ISO9712 - Lean Six Sigma Black Belt ;0
Electronics Technician Maintenance;0
Boris is a Data Scientist holding a Master degree in Statistics from University 'Federico II' of Naples with specialization in Econometrics. Currently he is based in Milan, working for Gucci, where he is responsible for Big Data analysis, Machine Learning, Data Integration and Web Analytics. Boris main fields of interest are Artificial Intelligence, Astrophysics, Philosophy and Social Sciences.;1
"I am an expert electricien, flexible, adaptable and able to manage multiple priorities at the same time, trying to work in an energy and performance oriented environment, where talent is not neglected. I hear your advance.

The thinking and exciting company is a natural place for a team player who works hard like me, which is forward-looking, fully responsible and resilient.

With my current employer, where I have worked for the last 2 years, I am known for being able to motivate, mobilize, and educate my fellow colleagues to meet high performance standards. I can easily work with others in a professional way trying to reach a common goal and I would like to highlight my strengths in areas such as installation, maintenance and testing.
In addition to my record of professional electrician speaking alone, I am a sociable person with the natural ability to talk and build relationships with all kinds of people. I too consider myself a professional person whose strengths include cultural sensitivity and the ability to build a relationship with a diverse workforce in multicultural settings.

One of my strengths is my self-motivation that allows me to perform well under pressure and against aggression deadlines in any pressurized environment. Being a highly analytical thinker, I can identify, examine, improve, and streamline complex work processes. ";0
"Extensive experience in Business Analysis and Reporting Design&Develoment. I am sociable and enthusiastic person, intellectually curious builder, biased toward action and innovations.

Strong background: 5 years degree in Statistics and Master degree in Technology and Quality Management.

Specialization: Digital Marketing, statistical data modelling and analysis, strategic planning, project management. Implementation Business Excellence models and Quality Management System. High-level and professional experiences in using innovative tools in order to support strategic and executive marketing challenges.";1
"Electronics engineer with 20 years experience. 
Global Mobile Devices market complete and extremely valuable knowledge due to several years spent in Technical and Sales positions all around the world. 
Very good know-how about IoT, NB-IoT, Industrial IoT, etc.
Deep knowledge of Chinese Technological companies, start-up, cross-culture and integration management.

Strong skills in IT and System Integration due to a very long consultancy activity especially in the field of Machine and Deep Learning. High knowledge of Data Science and Data Set manipulation.

Very solid academic background: Electronics Engineering Master's Degree, Information Technology Post University Perfecting School, Second Level Post University Master in Science and Faith.";1
Automation Systems Maintenance Technician ;0
Electrician Technician and Industrial Automation ;0
"accomplished professional with extensive knowledge in Science and Mathematics, as well as Machine Learning at scale 
earned undergraduate degrees in Physics and Mathematics from the University of Wuerzburg in Germany 
completed two Masters and a Ph.D. in Computational Atomic, Molecular, and Optical Physics 
past projects focused on predictive Data Analytics in the context of Cyber Security, Predictive Maintenance, Social Media, and Financial Market Analysis 
currently applying Machine Learning and Artificial Intelligence to Petabyte scale data sets with response times of milliseconds (Real time bidding) in an alwayson environment (24x7) 
tools used include Cloudera Impala, PostgreSQL, R, Python, Julia, Scala, and Apache Spark 
knowledgable in regression and classification analysis, model ensembling, and feature engineering/ reduction";1
"6+ years of experience with Machine Learning (ML) and Artificial Intelligence.
- Deep Learning, ML and Machine Vision (MV) for business problems concerning time/cost savings 
and efficiency improvements.
- Regression, Classification and Clustering for Predictive Analytics. Transfer Learning.
- Coding: Python, Scikit-Learn, Scikit-Image, OpenCV, Keras, XGBoost, Numpy, Pandas, R, Matlab, C, 
C++, Arduino. Basic knowledge of Dask and pySpark for parallel processing and Big Data.
- In-cloud software development: Amazon Sagemaker, Microsoft Azure Machine Learning, Google CoLab (GPU, TPU). 
- Business development: from qualification to offer quantification and project delivery.
- Presentation of technical content to non-technical audiences.";1
Senior Data Scientist with experience in the Renewables, Environment, Space and Defence sectors. Skilled in Embedded Software, Matlab, R, Python, C/C++, Physical Modeling, Parallel Computing, Machine Learning (Forecasting, Nowcasting and Predictive Maintenance), Deep Learning and Image Processing. Strong engineering professional with a PhD in Electronics Engineering focused in Transport and Noise properties of silicon and carbon quasi-1D devices from Department of Information Engineering, Pisa.;1
Italian Model and Actress;0
Actor | Model | Singer | Youtuber | Owner at E Daily Doze;0
Actress, Model & Dance Performer ;0
I am a curious and dynamic person, very passionate about digital technologies and interested in using data analysis to deal with both scientific and applied problems. I have a wide range of interests, ranging from the use of machine learning to bring value from data in various business problems, to the use of statistical skills for financial problems. ;1
Expert in data analysis, machine learning, statistics and programming. Work experience in developing data science applications, databases and dataops systems, automation, and business development. ;1
Physical fitness Cardiovascular activity Enduarance training Sterngth training Muscle building ;0
Mathematician with a specialization in Statistics, focused on System Integration and Digitalization. ;1
Yoga teacher training at Patanjali international yoga foundation, rishikesh ;0
Data Scientist, Machine Learning, AI, Statistics, Technology Content Editor;1
Priyanka Chopra is an actor, entrepreneur, and philanthropist. She is the recipient of numerous Best Actress awards from institutions like Filmfare, IIFA, Screen, as well as the National Award for Best Actress. She is the first Indian actress to headline the lead role in a mainstream US television show - the FBI Thriller Quantico, now in its second season. ;0
PhD in Computer Science and Engineering at IMT Alti Studi Lucca. Former researcher at CNR, interested in Complex Systems and Data Mining.. Data Scientist @ Navionics SPA, managing and analyzing marine data. ;1
Actress fashion designer author at Bollywood Cinema ;0
Data Scientist and AI Consultant ;1
"I’m a Physicist, currently working as Data Scientist and Project Manager, with a background in scientific research and data science.

Since 2015 I have been working as Data Scientist in consulting, gaining advanced expertise in data statistical analysis, especially in Bayesian framework, big data analytics, data and text mining, social media mining and machine learning. Such expertise have been applied to manage projects in different sectors and areas, e.g. predictive maintenance, CRM, strategic marketing, capacity planning, fraud detection, credit scoring, news alert from text, road safety assessment from video analysis and much more. My major interest is now in the application of Artificial Intelligence, especially Deep Learning, to text mining and natural language processing, towards a fully natural machine to human communication in the field of B2C services.
My strong background in statistics, analysis of huge volumes of data, AI and machine learning comes from my PhD in Particle Physics, and from the seven years I spent as a researcher in the major High Energy Physics Laboratories, namely CERN (Geneva), DESY (Hamburg) and FERMILAB (Chicago). In those years I gained a wide expertise in most of the fundamental aspects of experimental Particle Physics, including detector-related aspects and the most forefront and challenging data analyses. I have been leading several physics analyses, from precision measurements to searches for new phenomena, and I have been editor of several papers published on high-impact peer-reviewed journals. This experience made me an independent and versatile researcher.

Main activity areas:
- Statistical and predicative analysis software development.
- Data mining e social media mining.
- Deep learning and image recognition
- Text mining, sentiment analysis e di web scraping.
- Expert systems development based on artificial intelligence algorithms. ";1
Sci-fi, fantasy and erotic author. Blogger and screenwriter;0
Literary Agent at Eulama International Literary Agency, Rome - Italy ;0
Passionate about data analysis, machine learning and technology. ;1
pro poker player, actress SAG in union, model, charitys, round card girl, playboy, I do it all;0
Experienced Director with a demonstrated history of working in the marketing and advertising industry. Strong professional skilled in Broadcasting, Video, Advertising, Film, and Commercials. ;0
"PhD with 10 years experience data mining in Astrophysics. Published 13 as first author from total > 50 scientific papers in high-impact scientific journals. Mentored 3 student researchers; co-founded research projects.

Strong background in data analysis and data modelling:
- Data mining, pre-processing of data;
- Advanced descriptive analysis and data visualization;
- Methods of mathematical statistics;
- Predictions with machine learning techniques;
- Python, Matlab/Octave, KNIME, MySQL, topcat";1
Chief People Officer at Playboy Enterprises, Inc. ;0
"16+ years FreeBSD/ LINUX Programming experiences/ Web Expert/ Machine Learning/ Data Mining/ Information Retrieval/ Natural Language Processing/ Computational linguistics/ Data Science/ Data Compression/ Data Analytics/ Recommender Systems/ Online Advertising/ Online Reputation Management/ Algorithms/ Applied Mathematics/ Mathematical Statistics experiences.

Specialties: FreeBSD/LINUX, Embeded LINUX, TCP/IP, MySQL, NoSQL, Python/PHP/Perl/C/C++/Swift/Java/Scala/SQL, Magento, High Performance Computing, Machine Learning/Deep Learning/Reinforcement Learning/Data Mining/IR/Natural Language Processing/Computational linguistics/Data Science/Data Compression/Data Analytics/Recommender Systems/Online Advertising/Algorithms/Applied Mathematics/Statistics. 

Experiences to build the high-volume, high-availability, large-scale, distributed, intelligent architecture ( ML/DL/DM/NLP/Web/Mobile/Data Analytics system);

ML/DM/NLP/NMT/CV/Speech/Robotics/Deep Learning/BigData Related Works: 
#1, x input methods v1.1 to be published at Apple store based on DL, such as LSTM/GANs. V1.0 was published 12 years before;
#2, Machine Translation System v1.1 based on NMT, NLP, RL, Search Techs and Corpus. V1.0 was published 12 years before;
#3, AI Products& Solutions for airport at Ceeety Ltd., integrated with CNN based models for crowd detection and recognition with the support of IoT network; 
#4, Home education robot for an k12 company before the end of 2017. That robot is designed for kids and embedded with a brain with various deep learning algorithms integrated;
#5, Goods counting and recognition system based on DL models for a chained shop; 
#6, For AsiaInfo.com, working on project with the support of deep learning models;
#7, Neural Controller for Satellite Attitude Control;
#8, Joint Project for Car Plate Detection & Recognition;
#9, Online TV analytics for www.conviva.com
#10, Recommendation system for www.58.com
#11, Lectures on deep learning given for local universities";1
"As a McKinsey & Company consultant previously and a Head of Data Science now, I support and deliver Artificial Intelligence solutions for divisions, societies and final top tiers clients; I am also responsible for the Innovation Lab for the digital transformation of my actual society and above all I have the responsability of the entire analytical process – from tasks definition to implementation and interpretation of results to deliver in production. ";1
I manage multiple social media accounts and have experience on platforms including: Instagram, LinkedIn, YouTube, Snapchat, Facebook, and Pinterest. I am a talented writer with experience in blogging and creating newsletters. I direct, style, and cast lifestyle and product photoshoots. I currently work and have worked with some of the most respected names in cannabis including: Infyniti Grown, SC Laboratories, 1937 Farms, TKO Reserve, 3 Leaf Edibles, Experience Green Revolution, and Utopia Farms. Because of my extensive knowledge and reputation in the industry, I am a residing Topicals Judge for The Emerald Cup. ;0
Economist and Data Scientist ;1
"Recently I co-starred the docu-reality Kombat Komedian by Daniele Raco, a Zelig Comedian becomes a wrestler within 365 days.
I took part to tv shows as Scherzi a Parte and I Soliti Ignoti as background actor .
My passions have always been acting , cars and pro-wrestling . 
I am due to combine my passions in front of the camera.";0
Machine Learning Specialist, with a strong probabilistic background. I am actually focused on supervised learning models, and interested on investigating alternative ML approaches, mainly based on Bayesian statistics, and recent developments ;1
I have been truly blessed as I have worked as a pro-wrestler, commercial pilot and racecar driver. I operate a sports marketing business, Motorsport Concepts, which is a sports marketing company that focuses on obtaining corporate sponsorship to set up marketing programs for the NASCAR and ARCA Series. You can follow me on Twitter @msenicaracing and flyteman on IG, I am studying law at Drexel University Kline School of Law and am focusing my efforts on Aviation Law. ;0
Bank employee. Social worker. Data scientist in fieri. ;1
Actor, Wrestler, Harvard Educated Lawyer;0
"Grew up as a software engineer, then experienced as a 'Cloud Infrastructure' and 'Automation Server' Analyst for a worldwide IT consulting services company where I learned professional skills and faced business challenges. 
Now I'm a happy Data Scientist and ""Pythonist"". I'm keen on finding relations between data and their implications. 
You can find me where there is a job that needs to be done well. 

Expertise:
• Data Cleaning & Analysis
• Exploratory Data Visualization
• Machine Learning Algorithms
• Research, Reports and Forecasts
• Big Data Queries and Interpretation
• Predictive Modeling
• APIs and Web Scraping
• Probability and Statistics";1
Web analyst, Data scientist, Security Information ;1
"I'm a Data Scientist and a passionate Web Marketer with an in-depth knowledge in web development and the ETL process for Big Data analysis.

What I have done in this last year:

• metrics and segment analysis through Google Analytics tools
• build association rules functions for product recommendations
• define engagement strategies for optimize websites' conversion rate
• optimization of Knime workflows execution time
• ETL and clustering process on huge volume of data
• build several predictive models with Machine Learning algorithms, in particular:
____? Decision Trees
____? Linear Regression
____? K Nearest Neighbor
• accuracy optimization of different predictive models
• A/B testing models
• implementation of the predictive technologies on an existing api rest in PHP environment
• build a front-end dashboard in Javascript using the D3.js library for data visualization

What I already know and what I want to improve as skillset:

I have an insane passion for the Marketing side and I'm proficient with analytics tools like Google Analytics, Google Optimize and Google Search console. Regarding the Data Mining side I'm really strong with Knime analytics platform, and I'm also comfortable with Pandas and Numpy Python libraries using Jupyter notebook, Pycharm IDLE or any other Anaconda environment.

In general I'm pretty comfortable with PHP and Javascript environment. 

On back-end side I already worked with:

• Slim framework
• Lumen Framework
• MySQL for database management system
• Apache Spark

On front-end side I already worked with:

• D3.js 
• Highcharts
• Dimple.js
• React.js
• Underscore.js
• Less.js
• Bootstrap and Skeleton";1
Hiring Data Scientist and Credit risk Modeller;1
"I'm a big believer in Zig Ziglar's famous quote, ""you can have everything in life you want, if you will just help other people get what they want."" My objective in business is to prove that Zig is right. ";0
Actress/Model/Pro wrestler/published Author ;0
"Strategic leader with 12+ years of sales experience in several verticals including fundraising, B2B Sales, leadership, Travel/Hospitality, and Healthcare. Also, additional experience in Transportation & Pharmacy Benefit Management. 

Strives everyday to influence creative and critical thinking built on servant leadership. Continuously working towards influencing positive innovation and producing positive attitudes while maximizing goals and expectations.

As an innovative leader and collaborative team member who delivers creative solutions. I enjoy identifying trends, and assessing Gaps";0
Researcher in Astronomy | Data Scientist ;1
Experienced Research Assistant with a demonstrated history of working in the higher education industry. Skilled in Computer Vision, Data Analysis, Data Science, Deep Learning, and Machine Learning. Strong research professional with a Bachelor of Science - BS focused in Computer Science from National University of Computer and Emerging Sciences. ;1
Greco-Roman wrestler, is part of the national team of Norway. Champion of northern Europe. Three-time champion of Norway. Multiple champion of international tournaments in 11 countries of Europe. Bronze medalist of the Norwegian Championship in shooting with a pistol. ;0
"My name is Riccardo and I am a Computer Engineer & a Data Scientist. 
I love big data and the way they can be exploited to gain new knowledge. It's like a book written in a foreign language: everything is here but, if you don't study, you'll never understand.

Engineer, Designer, Maker.

“ In God we trust. All others must bring data ”";1
I love my india play only for india ;0
You gain strength, courage, and confidence by every experience in which you really stop to look fear in the face. You are able to say to yourself, 'I lived through this horror. I can take the next thing that comes along.' ;0
"Main coding skills:
- Python, R, SQL
- Use of Pandas, Numpy, Scikit-Learn, Pillow, Scikit-Image, Keras and Tensorflow libraries
- Use of Tensorflow Object Detection API for Machine Vision tasks ";1
"Professional Actor
Professional Author
Professional Wrestler
Professional Wrestling Trainer
Fight Choreographer for Film and TV
MMA Trainer
Karate (2nd degree Black Belt) 
Kung Fu (2nd degree Black Belt)
Kickboxer
Karate Trainer
Kung Fu Trainer
Lecturer";0
I'm a PhD in Statistics with expertise in machine learning, business intelligence and data warehousing. I develop statistical models, machine learning algorithms and graphical interfaces. I follow every step in a data science process from raw data to end product. I develop algorithms using several programming languages such as R, C++, Python, Bash, Sql and NoSql.;1
"I run a company called Wrestler. We're a creative agency specialising in human centred storytelling. We're curious creators playing in social, digital, video and mixed reality.

I'm passionate about storytelling through technology, with a strong focus on future technologies. I started one of NZ's first commercial drone companies, have been at the forefront of the online video wave since before it was cool, and now run one of NZ's top VR / AR production companies.

I regularly speak at events and contribute to press such as Stoppress and Idealog. I have spoken at Adobe Max, TEDx Te Aro, Fusion Singapore and many other marketing and communications events.

I also invest in start-ups and am passionate about entrepreneurialism and all things new business.

Above everything, I care about people and relationships. Get that right and life is pretty good.";0
I am a data scientist and software developer with a focus on machine learning and data mining. My experience ranges from the prototyping of learning algorithms to the development of software infrastructures that deliver such algorithms in production. Furthermore, my skills include exploratory data analysis, Bayesian inference, and data pipeline design. ;1
I am passionate about digital marketing and sustainability, my aim is to work on projects with value propositions designed to create long term value. I love bringing innovation, creating engaging UX and spreading a data driven marketing approach in my team. ;0
Experienced Group Brand Manager with a demonstrated history of working in the food & beverages industry. Strong marketing professional skilled in Marketing Management, Consumer Behavior, Customer Insight, Fast-Moving Consumer Goods (FMCG), and Consumer Products.;0
"I have gained an extensive experience in Generating Demand in multinational companies and previously I worked as Category Manager in Carrefour.
I am fully capable to work on my own initiative and I have excellent organizational skills. I have proved to be resourceful, able to work in team, with great problem-solving skills and an outgoing personality.
I am accustomed to working under pressure by dealing with customers’ needs.
One of my main skills is negotiation ability, developed during my previous experience in Carrefour.";0
Travel blogger - travel consulent for accessible tourism;0
